ISBN,Book_avg_rating,Book_rating_count,Book_rating_std,Year_Of_Publication,Publisher,Genre,Title_Author_combined,Genre_grouped
0385265700,2.1346938775510202,245,2.1346938775510202,1990,Anchor,Unknown,The Book of Ruth (Oprah's Book Club (Paperback)) Jane Hamilton,Unknown
1573229326,2.9078014184397163,141,2.9078014184397163,2002,Riverhead Books,Fiction,How to Be Good Nick Hornby,Fiction
0385424736,3.688311688311688,77,3.688311688311688,1995,Doubleday Books,Legal Thriller,The Rainmaker John Grisham,Thriller_Mystery
0671617028,3.504201680672269,119,3.504201680672269,1985,Pocket Books,Fiction,The Color Purple Alice Walker,Fiction
0440224772,1.4230769230769231,52,1.4230769230769231,1999,Dell Publishing Company,Romance,Mirror Image Danielle Steel,Romance
0671704664,1.875,8,1.875,1989,Pocket Books,Mystery,And Then There Were None Agatha Christie,Thriller_Mystery
0739307312,8.0,3,8.0,2003,Random House Audio,Thriller,The Da Vinci Code DAN BROWN,Thriller_Mystery
0446605239,2.8353293413173652,334,2.8353293413173652,1998,Warner Books,Romance,The Notebook Nicholas Sparks,Romance
0553295977,2.0595238095238093,84,2.0595238095238093,1992,Bantam Books,Romance,Carnal Innocence Nora Roberts,Romance
0440212723,3.230769230769231,26,3.230769230769231,1992,Bantam Doubleday Dell,Fiction,Cold Sassy Tree Olive Ann Burns,Fiction
0743224574,2.207920792079208,101,2.207920792079208,2001,Simon &amp; Schuster,Unknown,A Beautiful Mind: The Life of Mathematical Genius and Nobel Laureate John Nash Sylvia Nasar,Unknown
0671004549,2.148936170212766,94,2.148936170212766,1999,Pocket Books,Thriller,You Belong To Me Mary Higgins Clark,Thriller_Mystery
081297106X,1.9466666666666668,75,1.9466666666666668,2003,Random House Trade Paperbacks,Unknown,Reading Lolita in Tehran: A Memoir in Books Azar Nafisi,Unknown
0802139256,2.765432098765432,81,2.765432098765432,2002,Grove Press,Fiction,Peace Like a River Leif Enger,Fiction
0553565915,2.423076923076923,52,2.423076923076923,1994,Bantam Books,Non-Fiction,Embraced by the Light Betty J. Eadie,Non_Fiction
055356160X,1.9081632653061225,98,1.9081632653061225,1993,Bantam,Thriller,Cry Wolf TAMI HOAG,Thriller_Mystery
0345317580,2.2777777777777777,54,2.2777777777777777,1990,Del Rey Books,Unknown,Magic Kingdom for Sale - Sold! (Magic Kingdom of Landover) Terry Brooks,Unknown
0515134384,2.4150943396226414,53,2.4150943396226414,2003,Jove Books,Mystery,The Cat Who Went Up the Creek Lilian Jackson Braun,Thriller_Mystery
051512463X,1.6538461538461537,52,1.6538461538461537,1999,Jove Books,Unknown,The Cat Who Sang for the Birds (Cat Who... (Paperback)) Lilian Jackson Braun,Unknown
0515120618,2.1463414634146343,82,2.1463414634146343,2000,Jove Books,Romance,Montana Sky Nora Roberts,Romance
0440224055,0.7352941176470589,34,0.7352941176470589,1997,Dell,Romance,Silent Honor Danielle Steel,Romance
0385335830,3.3636363636363638,77,3.3636363636363638,2002,Delta,Unknown,Diary of a Mad Bride (Summer Display Opportunity) Laura Wolf,Unknown
0515130389,2.1956521739130435,138,2.1956521739130435,2001,Jove Books,Romance,Carolina Moon Nora Roberts,Romance
080411935X,2.409090909090909,66,2.409090909090909,2003,Ballantine Books,Fiction,Standing in the Rainbow FANNIE FLAGG,Fiction
0142004235,3.6470588235294117,85,3.6470588235294117,2003,Penguin Books,Unknown,East of Eden (Oprah's Book Club) John Steinbeck,Unknown
0515135062,2.3980582524271843,103,2.3980582524271843,2004,Jove Books,Romance,Three Fates Nora Roberts,Romance
0743412028,2.411764705882353,119,2.411764705882353,2000,Pocket,Fiction,Pay It Forward Catherine Ryan Hyde,Fiction
0425169693,2.640625,64,2.640625,1999,Berkley Publishing Group,Unknown,Here on Earth (Oprah's Book Club) Alice Hoffman,Unknown
0452269571,3.903225806451613,93,3.903225806451613,1993,Plume Books,Fiction,Bastard Out of Carolina Dorothy Allison,Fiction
051513287X,2.5306122448979593,196,2.5306122448979593,2002,Jove Books,Unknown,Face the Fire (Three Sisters Island Trilogy) Nora Roberts,Unknown
0618002219,4.898305084745763,59,4.898305084745763,1999,Houghton Mifflin Company,Unknown,The Hobbit: or There and Back Again J.R.R. Tolkien,Unknown
0060392452,3.8952879581151834,191,3.8952879581151834,2002,Regan Books,Unknown,Stupid White Men ...and Other Sorry Excuses for the State of the Nation! Michael Moore,Unknown
0590353403,6.4015748031496065,127,6.4015748031496065,1998,Scholastic,Fantasy,Harry Potter and the Sorcerer's Stone (Book 1) J. K. Rowling,SciFi_Fantasy
0312263120,3.4745762711864407,59,3.4745762711864407,2000,St. Martin's Griffin,Unknown,Digital Fortress : A Thriller Dan Brown,Unknown
0446532231,4.106060606060606,132,4.106060606060606,2003,Warner Books,Non-Fiction,"Dude, Where's My Country? Michael Moore",Non_Fiction
0385498802,3.4134615384615383,104,3.4134615384615383,2001,Anchor Books/Doubleday,Unknown,Bee Season: A Novel Myla Goldberg,Unknown
0449702545,2.40625,32,2.40625,1990,Fawcett Books,Young Adult,Homecoming Cynthia Voigt,Young_Adult
0312291639,2.6594827586206895,232,2.6594827586206895,2003,St. Martin's Griffin,Chick Lit,The Nanny Diaries: A Novel Emma McLaughlin,Romance
0425101452,2.723404255319149,47,2.723404255319149,1996,Berkley Publishing Group,Horror,Phantoms Dean R. Koontz,Horror
0375505296,1.5625,16,1.5625,2003,Random House,Unknown,The Dante Club : A Novel Matthew Pearl,Unknown
0553348981,4.555555555555555,27,4.555555555555555,1990,Bantam,Fiction,Jitterbug Perfume TOM ROBBINS,Fiction
0684874350,3.7283236994219653,173,3.7283236994219653,1996,Scribner,Unknown,ANGELA'S ASHES Frank McCourt,Unknown
0446611212,2.2864583333333335,192,2.2864583333333335,2002,Warner Vision,Thriller,Violets Are Blue James Patterson,Thriller_Mystery
0316168688,2.651685393258427,89,2.651685393258427,2003,"Little, Brown",Unknown,The Dogs of Babel (Today Show Book Club #12) Carolyn Parkhurst,Unknown
0425155943,1.8571428571428572,63,1.8571428571428572,1998,Berkley Publishing Group,Medical Thriller,Contagion Robin Cook,Thriller_Mystery
0440241537,2.5521472392638036,163,2.5521472392638036,2003,Dell,Legal Thriller,The King of Torts JOHN GRISHAM,Thriller_Mystery
034538475X,3.305732484076433,157,3.305732484076433,1993,Ballantine Books,Unknown,The Tale of the Body Thief (Vampire Chronicles (Paperback)) Anne Rice,Unknown
0345419995,2.2916666666666665,24,2.2916666666666665,1997,Ballantine Books,Humor,Dave Barry's Greatest Hits Dave Barry,Drama_Humor
0425098648,2.0526315789473686,57,2.0526315789473686,1996,Berkley Publishing Group,Horror,Night Chills Dean R. Koontz,Horror
0425181103,2.6865671641791047,67,2.6865671641791047,2002,Berkley Publishing Group,Horror,Phantoms Dean R. Koontz,Horror
0380718340,3.1625,160,3.1625,1994,Avon,Unknown,Cruel &amp; Unusual (Kay Scarpetta Mysteries (Paperback)) Patricia D. Cornwell,Unknown
0451153553,3.2527472527472527,91,3.2527472527472527,1988,New Amer Library,Horror,Misery Stephen King,Horror
0142001805,2.7941176470588234,136,2.7941176470588234,2003,Penguin Books,Unknown,The Eyre Affair: A Novel Jasper Fforde,Unknown
0425147622,2.5549450549450547,182,2.5549450549450547,1995,Berkley Publishing Group,Thriller,The Body Farm Patricia Daniels Cornwell,Thriller_Mystery
0451180410,3.1538461538461537,39,3.1538461538461537,1998,Signet Book,Thriller,Mortal Fear Greg Iles,Thriller_Mystery
0446360856,1.5789473684210527,57,1.5789473684210527,1991,Warner Books,Thriller,The Gold Coast Nelson DeMille,Thriller_Mystery
0553582763,3.0615384615384613,65,3.0615384615384613,2003,Bantam,Thriller,By the Light of the Moon DEAN KOONTZ,Thriller_Mystery
0425188809,3.3636363636363638,33,3.3636363636363638,2003,Berkley Publishing Group,Thriller,Watchers Dean R. Koontz,Thriller_Mystery
0425092178,3.107142857142857,28,3.107142857142857,1986,Penguin Putnam~mass,Thriller,Strangers Dean R. Koontz,Thriller_Mystery
0345384369,2.7473684210526317,95,2.7473684210526317,1996,Ballantine Books,Thriller,Intensity DEAN KOONTZ,Thriller_Mystery
034539657X,1.6914893617021276,94,1.6914893617021276,1995,Ballantine Books,Thriller,Dark Rivers of the Heart Dean R. Koontz,Thriller_Mystery
0425144429,2.106194690265487,113,2.106194690265487,1996,Berkley Publishing Group,Thriller,Mr. Murder Dean R. Koontz,Thriller_Mystery
0312305060,2.919811320754717,212,2.919811320754717,2002,Picador,Unknown,The Hours: A Novel Michael Cunningham,Unknown
0451204948,1.2765957446808511,47,1.2765957446808511,2002,Signet Book,Fiction,A Day Late and a Dollar Short Terry McMillan,Fiction
156619301X,0.0,1,0.0,1994,Dorset Press,Horror,Dracula Bram Stoker,Horror
0399144137,3.0,3,3.0,1998,Putnam Publishing Group,Thriller,Rainbow Six Tom Clancy,Thriller_Mystery
0330352253,4.466666666666667,15,4.466666666666667,1997,Pan Publishing,Mystery,To the Hilt Dick Francis,Thriller_Mystery
0399146431,2.923076923076923,78,2.923076923076923,2001,Putnam Publishing Group,Fiction,The Bonesetter's Daughter Amy Tan,Fiction
0385482388,4.055555555555555,54,4.055555555555555,1998,Anchor Books/Doubleday,Fiction,The Mistress of Spices Chitra Banerjee Divakaruni,Fiction
0399141146,2.4328358208955225,67,2.4328358208955225,1995,Putnam Pub Group,Fiction,The Hundred Secret Senses Amy Tan,Fiction
0375706771,2.701388888888889,288,2.701388888888889,1998,Vintage,Fiction,Midwives: A Novel Chris Bohjalian,Fiction
0452260116,2.2212389380530975,113,2.2212389380530975,1987,Plume Books,Unknown,Song of Solomon (Oprah's Book Club (Paperback)) Toni Morrison,Unknown
0812533550,4.166666666666667,18,4.166666666666667,1986,Tor Books,Unknown,Ender's Game (Ender Wiggins Saga (Paperback)) Orson Scott Card,Unknown
0312978367,2.0980392156862746,51,2.0980392156862746,2001,St. Martin's Press,Thriller,The Prometheus Deception Robert Ludlum,Thriller_Mystery
0812517725,3.150943396226415,53,3.150943396226415,1991,Tor Fantasy,Unknown,"The Great Hunt (The Wheel of Time, Book 2) Robert Jordan",Unknown
0399138749,2.3529411764705883,34,2.3529411764705883,1993,Putnam Pub Group,Thriller,Mr. Murder Dean R. Koontz,Thriller_Mystery
0451191145,3.8705882352941177,85,3.8705882352941177,1996,Signet Book,Classic,Atlas Shrugged Ayn Rand,Fiction
0060987561,3.1578947368421053,171,3.1578947368421053,1999,Regan Books,Fiction,I Know This Much Is True Wally Lamb,Fiction
0312265867,3.82,100,3.82,2003,St. Martin's Press,Unknown,To the Nines: A Stephanie Plum Novel Janet Evanovich,Unknown
0525945172,0.0,13,0.0,1999,Penguin USA,Thriller,The Experiment John Darnton,Thriller_Mystery
0312150601,1.8833333333333333,60,1.8833333333333333,1999,Picador,Fiction,Behind the Scenes at the Museum : A Novel Kate Atkinson,Fiction
0061099694,1.16,50,1.16,1994,HarperTorch,Fiction,Hill Towns Anne Rivers Siddons,Fiction
0446603309,2.037037037037037,54,2.037037037037037,1996,Warner Books,Thriller,The Witness Sandra Brown,Thriller_Mystery
0786881852,2.8271604938271606,162,2.8271604938271606,1997,Hyperion,Unknown,Don't Sweat the Small Stuff and It's All Small Stuff : Simple Ways to Keep the Little Things from Taking Over Your Life (Don't Sweat the Small Stuff Series) Richard Carlson,Unknown
0345413873,2.533333333333333,90,2.533333333333333,2000,Ballantine Books,Unknown,Monster : A Novel (Alex Delaware Novels (Paperback)) JONATHAN KELLERMAN,Unknown
0679746048,3.0327868852459017,183,3.0327868852459017,1994,Vintage,Memoir,"Girl, Interrupted SUSANNA KAYSEN",Non_Fiction
0446610100,2.121212121212121,99,2.121212121212121,2001,Warner Books,Historical Fiction,Wish You Well David Baldacci,Historical
0440216745,1.7758620689655173,58,1.7758620689655173,1994,Dell,Fiction,Whispers BELVA PLAIN,Fiction
0312966970,3.4385026737967914,187,3.4385026737967914,1999,St. Martin's Paperbacks,Unknown,Four To Score (A Stephanie Plum Novel) Janet Evanovich,Unknown
051512317X,2.193877551020408,98,2.193877551020408,2001,Jove Books,Romance,Rising Tides Nora Roberts,Romance
0515114693,2.683333333333333,60,2.683333333333333,1994,Jove Books,Romance,Born in Fire Nora Roberts,Romance
0380002930,3.533707865168539,178,3.533707865168539,1976,Avon,Fantasy,Watership Down Richard Adams,SciFi_Fantasy
0312971346,3.1228070175438596,171,3.1228070175438596,2000,St. Martin's Paperbacks,Unknown,High Five (A Stephanie Plum Novel) Janet Evanovich,Unknown
0140280553,2.618181818181818,55,2.618181818181818,2000,Penguin Books,Unknown,"Galileo's Daughter: A Historical Memoir of Science, Faith, and Love Dava Sobel",Unknown
0060958022,3.1320754716981134,106,3.1320754716981134,2002,Perennial,Fiction,Five Quarters of the Orange Joanne Harris,Fiction
0385474016,2.251851851851852,135,2.251851851851852,1994,Anchor Books/Doubleday,Unknown,"Like Water for Chocolate: A Novel in Monthly Installments With Recipes, Romances and Home Remedies Laura Esquivel",Unknown
037550334X,0.0,1,0.0,2000,Random House Inc,Fiction,Undue Influence Anita Brookner,Fiction
052594527X,3.282051282051282,39,3.282051282051282,1999,Dutton Books,Historical Fiction,Girl With a Pearl Earring Tracy Chevalier,Historical
0375412824,2.675,80,2.675,2002,Knopf,Fiction,The Dive From Clausen's Pier (Alex Awards) ANN PACKER,Fiction
1558743669,3.1028571428571428,175,3.1028571428571428,1995,Health Communications,Unknown,"A Child Called \It\"": One Child's Courage to Survive"" Dave Pelzer",Unknown
059045367X,1.0,56,1.0,1995,Scholastic,Unknown,"Monster Blood (Goosebumps, No 3) R. L. Stine",Unknown
0553582135,2.0081967213114753,122,2.0081967213114753,2002,Bantam Books,Thriller,Final Target Iris Johansen,Thriller_Mystery
0671034065,4.333333333333333,15,4.333333333333333,2000,Atria,Romance,Mr. Perfect Linda Howard,Romance
0399147284,2.914285714285714,35,2.914285714285714,2001,G. P. Putnam's Sons,Crime,Chosen Prey John Sandford,Thriller_Mystery
039914210X,2.64,25,2.64,1997,Putnam Pub Group,Mystery,The Cat Who Tailed a Thief Lilian Jackson Braun,Thriller_Mystery
0767907817,3.1492537313432836,67,3.1492537313432836,2003,Broadway,Unknown,Bookends : A Novel Jane Green,Unknown
0385720106,1.9868995633187774,229,1.9868995633187774,1999,Anchor Books/Doubleday,Fiction,A Map of the World Jane Hamilton,Fiction
0553208845,4.25,64,4.25,1981,Bantam Classics,Fiction,Siddhartha Hermann Hesse,Fiction
0064400581,2.1636363636363636,55,2.1636363636363636,1972,HarperTrophy,Unknown,Julie of the Wolves (Julie of the Wolves) Jean Craighead George,Unknown
0842329218,3.7777777777777777,153,3.7777777777777777,1997,Tyndale House Publishers,Unknown,Tribulation Force: The Continuing Drama of Those Left Behind (Left Behind No. 2) Tim LaHaye,Unknown
0440225698,1.9714285714285715,35,1.9714285714285715,1999,Dell Publishing Company,Unknown,The Klone and I: A High-Tech Love Story Danielle Steel,Unknown
0440221471,2.2733333333333334,300,2.2733333333333334,1997,Dell,Legal Thriller,The Runaway Jury JOHN GRISHAM,Thriller_Mystery
0425143325,2.2521008403361344,119,2.2521008403361344,2004,Berkley Publishing Group,Thriller,Without Remorse Tom Clancy,Thriller_Mystery
0425180964,2.25,88,2.25,2001,Berkley Publishing Group,Unknown,The Bear and the Dragon (Jack Ryan Novels) Tom Clancy,Unknown
0399148019,4.071428571428571,14,4.071428571428571,2001,G. P. Putnam's Sons,Fiction,The Absence of Nectar Kathy Hepinstall,Fiction
0743411250,1.2613636363636365,88,1.2613636363636365,2002,Pocket,Fiction,The Woman Next Door Barbara Delinsky,Fiction
0451518845,3.8,5,3.8,1999,New Amer Library Classics,Classic,Jane Eyre Charlotte Bronte,Fiction
0060502258,2.9923664122137406,262,2.9923664122137406,2002,HarperTorch,Fiction,The Divine Secrets of the Ya-Ya Sisterhood: A Novel Rebecca Wells,Fiction
0061020710,2.5454545454545454,66,2.5454545454545454,2000,HarperTorch,Fantasy,The Color of Magic Terry Pratchett,SciFi_Fantasy
0440204887,3.660377358490566,53,3.660377358490566,1994,Dell Publishing Company,Unknown,Illusions: The Adventures of a Reluctant Messiah Richard Bach,Unknown
0345339681,4.449197860962567,187,4.449197860962567,1986,Del Rey,Unknown,The Hobbit : The Enchanting Prelude to The Lord of the Rings J.R.R. TOLKIEN,Unknown
0345272579,4.764705882352941,17,4.764705882352941,1977,Ballantine Books,Fantasy,The Hobbit J. R. R. Tolkien,SciFi_Fantasy
044048474X,2.857142857142857,56,2.857142857142857,1976,Yearling,Children,Tales of a Fourth Grade Nothing JUDY BLUME,Children
1558744630,2.5949367088607596,79,2.5949367088607596,1997,Health Communications,Unknown,Chicken Soup for the Teenage Soul (Chicken Soup for the Soul) Jack Canfield,Unknown
0394588169,3.1,10,3.1,1990,Knopf,Science Fiction,Jurassic Park MICHAEL CRICHTON,SciFi_Fantasy
038533348X,4.827586206896552,29,4.827586206896552,1998,Delta,Science Fiction,Cat's Cradle Kurt Vonnegut,SciFi_Fantasy
0553294385,3.325,40,3.325,1991,Spectra,Science Fiction,"I, Robot ISAAC ASIMOV",SciFi_Fantasy
0553563521,2.467741935483871,62,2.467741935483871,1993,Bantam Books,Unknown,Devil's Waltz (Alex Delaware Novels (Paperback)) Jonathan Kellerman,Unknown
055357230X,2.101123595505618,89,2.101123595505618,1999,Bantam Books,Unknown,The Clinic (Alex Delaware Novels (Paperback)) Jonathan Kellerman,Unknown
0399142282,2.5686274509803924,51,2.5686274509803924,1997,Putnam Publishing Group,Thriller,Hornet's Nest Patricia Daniels Cornwell,Thriller_Mystery
0812513711,2.7954545454545454,44,2.7954545454545454,1992,Tor Fantasy,Unknown,"The Dragon Reborn (The Wheel of Time, Book 3) Robert Jordan",Unknown
0671004107,3.0982142857142856,112,3.0982142857142856,1997,Pocket,Science Fiction,Contact Carl Sagan,SciFi_Fantasy
0671683993,2.0365853658536586,82,2.0365853658536586,1990,Pocket,Fiction,The Temple of My Familiar Alice Walker,Fiction
0553245694,3.0,13,3.0,1981,Bantam Books,Fiction,Still Life with Woodpecker Tom Robbins,Fiction
0439064872,4.307086614173229,254,4.307086614173229,2000,Scholastic,Fantasy,Harry Potter and the Chamber of Secrets (Book 2) J. K. Rowling,SciFi_Fantasy
0679751602,3.433333333333333,60,3.433333333333333,1994,Vintage Books USA,Unknown,Mama Makes Up Her Mind: And Other Dangers of Southern Living Bailey White,Unknown
0440784743,2.6666666666666665,15,2.6666666666666665,1979,Yearling Books,Children,Tales of a Fourth Grade Nothing Judy Blume,Children
0553211404,3.9696969696969697,66,3.9696969696969697,1983,Bantam,Unknown,Jane Eyre (Bantam Classics) Charlotte Bronte,Unknown
0515102652,2.576923076923077,52,2.576923076923077,1996,Jove Books,Mystery,The Cat Who Talked to Ghosts Lilian Jackson Braun,Thriller_Mystery
1400032717,4.722222222222222,72,4.722222222222222,2004,Vintage,Unknown,The Curious Incident of the Dog in the Night-Time (Vintage Contemporaries) Mark Haddon,Unknown
0374100128,2.016949152542373,59,2.016949152542373,2001,Farrar Straus Giroux,Unknown,The Corrections (Oprah Edition) Jonathan Franzen,Unknown
